type,title,release_year,rating,listed_in,movie_duration,series_duration,cluster,sub_cluster
TV Show,Brand New Cherry Flavor,2021,TV-MA,"TV Dramas, TV Horror, TV Mysteries",0.0,1,3,1.0
TV Show,Fast & Furious Spy Racers,2021,TV-Y7,Kids' TV,0.0,5,0,0.0
TV Show,Gone for Good,2021,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",0.0,1,3,2.0
TV Show,Grace and Frankie,2021,TV-MA,"TV Comedies, TV Dramas",0.0,7,0,1.0
TV Show,The Kingdom,2021,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",0.0,1,3,11.0
TV Show,Valeria,2021,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",0.0,2,3,11.0
TV Show,AlRawabi School for Girls,2021,TV-14,"International TV Shows, TV Dramas, Teen TV Shows",0.0,1,3,10.0
Movie,Lokillo: Nothing's the Same,2021,TV-MA,Stand-Up Comedy,64.0,0,2,5.0
Movie,Monster Hunter: Legends of the Guild,2021,TV-PG,"Action & Adventure, Anime Features, Children & Family Movies",59.0,0,2,16.0
TV Show,Bake Squad,2021,TV-PG,Reality TV,0.0,1,3,5.0
Movie,Brother Jekwu,2016,TV-14,"Comedies, International Movies",101.0,0,2,4.0
Movie,La diosa del asfalto,2020,TV-MA,"Dramas, Independent Movies, International Movies",127.0,0,2,7.0
Movie,Misha and the Wolves,2021,PG-13,"Documentaries, International Movies",90.0,0,2,18.0
Movie,The Kissing Booth 3,2021,TV-14,"Comedies, Romantic Movies",114.0,0,2,4.0
Movie,The Railway Man,2013,R,"Dramas, International Movies",108.0,0,2,10.0
TV Show,Gabby's Dollhouse,2021,TV-Y,Kids' TV,0.0,2,3,4.0
TV Show,I Need Romance,2021,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",0.0,1,3,17.0
TV Show,Las muñecas de la mafia,2018,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",0.0,1,3,11.0
TV Show,The Crowned Clown,2019,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",0.0,1,3,10.0
Movie,Untold: Malice at the Palace,2021,TV-MA,"Documentaries, Sports Movies",70.0,0,2,17.0
TV Show,SHAMAN KING,2021,TV-14,"Anime Series, International TV Shows",0.0,1,3,9.0
Movie,Quartet,2012,PG-13,"Comedies, Dramas, Independent Movies",98.0,0,2,9.0
Movie,Slay,2021,TV-MA,"Comedies, International Movies, Romantic Movies",86.0,0,2,6.0
Movie,Takizawa Kabuki ZERO 2020 The Movie,2020,TV-PG,"International Movies, Music & Musicals",139.0,0,2,1.0
Movie,The Paper Tigers,2021,PG-13,"Action & Adventure, Comedies",111.0,0,2,14.0
TV Show,Hit & Run,2021,TV-MA,"TV Action & Adventure, TV Dramas, TV Mysteries",0.0,1,3,1.0
TV Show,Navarasa,2021,TV-MA,TV Shows,0.0,1,3,14.0
Movie,Quam's Money,2020,TV-MA,"Comedies, Dramas, International Movies",115.0,0,2,7.0
Movie,The Swarm,2021,TV-14,"Horror Movies, Independent Movies, International Movies",102.0,0,2,0.0
Movie,Vivo,2021,PG,"Children & Family Movies, Music & Musicals",100.0,0,2,2.0
Movie,Chennai Express,2013,TV-14,"Action & Adventure, Comedies, International Movies",135.0,0,2,4.0
Movie,City of God: 10 Years Later,2013,TV-MA,"Documentaries, International Movies",69.0,0,2,17.0
Movie,Esperando la carroza,1985,TV-MA,"Comedies, Cult Movies, International Movies",95.0,0,1,1.0
Movie,Lady Boss: The Jackie Collins Story,2021,TV-14,Documentaries,97.0,0,2,12.0
Movie,Tango Feroz,1993,TV-MA,"Classic Movies, Dramas, International Movies",124.0,0,1,1.0
Movie,'76,2016,TV-PG,"Dramas, International Movies",118.0,0,2,1.0
Movie,Aftermath,2021,TV-MA,Horror Movies,115.0,0,2,13.0
Movie,American Masters: Inventing David Geffen,2012,TV-MA,Movies,115.0,0,2,13.0
TV Show,Car Masters: Rust to Riches,2021,TV-PG,Reality TV,0.0,3,3,8.0
TV Show,Cocaine Cowboys: The Kings of Miami,2021,TV-MA,"Crime TV Shows, Docuseries",0.0,1,3,14.0
TV Show,Control Z,2021,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",0.0,2,3,2.0
TV Show,Cooking With Paris,2021,TV-MA,Reality TV,0.0,1,3,5.0
TV Show,Autumn's Concerto,2009,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",0.0,1,3,10.0
Movie,Heavy,1995,R,"Dramas, Independent Movies, Romantic Movies",104.0,0,1,1.0
Movie,Ije: The Journey,2010,TV-MA,"Dramas, International Movies",106.0,0,2,7.0
TV Show,Office Girls,2011,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",0.0,1,3,17.0
Movie,Pray Away,2021,PG-13,"Documentaries, LGBTQ Movies",102.0,0,2,18.0
Movie,Shiny_Flakes: The Teenage Drug Lord,2021,TV-MA,"Documentaries, International Movies",97.0,0,2,17.0
TV Show,The Prince Who Turns into a Frog,2005,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",0.0,1,3,17.0
TV Show,Top Secret UFO Projects: Declassified,2021,TV-PG,Docuseries,0.0,1,3,7.0
TV Show,Two Fathers,2013,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",0.0,1,3,17.0
TV Show,You're My Destiny,2008,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",0.0,1,3,15.0
TV Show,30 Rock,2012,TV-14,TV Comedies,0.0,7,0,1.0
TV Show,44 Cats,2020,TV-Y7,Kids' TV,0.0,3,3,13.0
Movie,Beethoven,1992,PG,"Children & Family Movies, Comedies",87.0,0,1,1.0
Movie,Beethoven's 2nd,1993,PG,"Children & Family Movies, Comedies",88.0,0,1,1.0
Movie,Beowulf,2007,PG-13,"Action & Adventure, Sci-Fi & Fantasy",114.0,0,2,14.0
Movie,Boyka: Undisputed,2016,R,Action & Adventure,90.0,0,2,11.0
Movie,Catch Me If You Can,2002,PG-13,Dramas,142.0,0,1,1.0
Movie,Cloudy with a Chance of Meatballs,2009,PG,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",90.0,0,2,2.0
TV Show,Darwin’s Game,2020,TV-MA,"Anime Series, International TV Shows, TV Thrillers",0.0,1,3,9.0
Movie,Deep Blue Sea,1999,R,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",105.0,0,1,1.0
Movie,Ferris Bueller's Day Off,1986,PG-13,"Classic Movies, Comedies, Cult Movies",103.0,0,1,1.0
Movie,Five Feet Apart,2019,PG-13,"Dramas, Romantic Movies",116.0,0,2,9.0
Movie,Freedomland,2006,R,"Dramas, Thrillers",113.0,0,2,10.0
TV Show,Friday Night Lights,2010,TV-14,"TV Dramas, Teen TV Shows",0.0,5,0,0.0
Movie,Good Luck Chuck,2007,R,"Comedies, Romantic Movies",99.0,0,2,11.0
TV Show,Hunter X Hunter (2011),2014,TV-14,"Anime Series, International TV Shows",0.0,6,0,0.0
Movie,I missed you: Director's Cut,2021,TV-14,"Dramas, Independent Movies, International Movies",96.0,0,2,15.0
Movie,Inception,2010,PG-13,"Action & Adventure, Sci-Fi & Fantasy, Thrillers",148.0,0,2,14.0
Movie,Magnolia,1999,R,"Dramas, Independent Movies",189.0,0,1,1.0
Movie,Major Payne,1995,PG-13,Comedies,97.0,0,1,1.0
Movie,My Girl,1991,PG-13,Dramas,102.0,0,1,1.0
Movie,My Girl 2,1994,PG,"Children & Family Movies, Comedies, Dramas",99.0,0,1,1.0
Movie,Open Season: Scared Silly,2015,PG,"Children & Family Movies, Comedies",85.0,0,2,2.0
Movie,Pineapple Express,2008,R,"Action & Adventure, Comedies",112.0,0,2,11.0
Movie,Planet 51,2009,PG,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",91.0,0,2,2.0
Movie,Poms,2019,PG-13,Comedies,91.0,0,2,14.0
Movie,Seabiscuit,2003,PG-13,"Dramas, Sports Movies",141.0,0,1,1.0
Movie,Space Cowboys,2000,PG-13,"Action & Adventure, Dramas, Sci-Fi & Fantasy",130.0,0,1,1.0
Movie,Team America: World Police,2004,R,"Action & Adventure, Comedies, Cult Movies",98.0,0,2,11.0
Movie,The Edge of Seventeen,2016,R,"Comedies, Dramas",105.0,0,2,10.0
Movie,The Haunting in Connecticut 2: Ghosts of Georgia,2013,R,Horror Movies,101.0,0,2,11.0
Movie,The Last Boy Scout,1991,R,"Action & Adventure, Comedies",105.0,0,1,1.0
Movie,The Lincoln Lawyer,2011,R,"Dramas, Thrillers",118.0,0,2,10.0
Movie,The Losers,2010,PG-13,Action & Adventure,97.0,0,2,14.0
Movie,The Machinist,2004,R,"Dramas, Independent Movies, Thrillers",102.0,0,2,10.0
Movie,The Net,1995,PG-13,Thrillers,114.0,0,1,1.0
Movie,The Original Kings of Comedy,2000,R,Stand-Up Comedy,111.0,0,1,1.0
Movie,Valentine's Day,2010,PG-13,"Comedies, Romantic Movies",125.0,0,2,14.0
TV Show,Charmed,2021,TV-14,"TV Dramas, TV Sci-Fi & Fantasy",0.0,3,3,8.0
Movie,The Lost Café,2018,TV-14,"Dramas, International Movies",76.0,0,2,15.0
Movie,The Vault,2021,R,"Action & Adventure, International Movies, Thrillers",118.0,0,2,11.0
TV Show,Centaurworld,2021,TV-Y7,"Kids' TV, TV Comedies",0.0,1,3,13.0
Movie,Eyes of a Thief,2014,TV-14,"Dramas, Independent Movies, International Movies",103.0,0,2,15.0
TV Show,Glow Up,2021,TV-14,"British TV Shows, International TV Shows, Reality TV",0.0,3,3,8.0
Movie,I'm Glad I Did,2020,TV-14,"Documentaries, International Movies",114.0,0,2,12.0
TV Show,Khawatir,2009,TV-14,"International TV Shows, Reality TV",0.0,1,3,5.0
TV Show,Myth & Mogul: John DeLorean,2021,TV-14,"British TV Shows, Crime TV Shows, Docuseries",0.0,1,3,6.0
TV Show,Outer Banks,2021,TV-MA,"TV Action & Adventure, TV Dramas, Teen TV Shows",0.0,2,3,16.0
Movie,Pomegranates and Myrrh,2009,TV-14,"Dramas, Independent Movies, International Movies",95.0,0,2,15.0
Movie,Rurouni Kenshin: The Beginning,2021,TV-MA,"Action & Adventure, International Movies",138.0,0,2,13.0
Movie,The Last Mercenary,2021,TV-MA,"Action & Adventure, Comedies, International Movies",112.0,0,2,6.0
Movie,Flower Girl,2013,TV-PG,"Comedies, International Movies, Romantic Movies",94.0,0,2,1.0
Movie,Resort to Love,2021,TV-14,"Comedies, Romantic Movies",102.0,0,2,4.0
TV Show,Transformers: War for Cybertron: Kingdom,2021,TV-Y7,Anime Series,0.0,1,3,13.0
Movie,Bartkowiak,2021,TV-MA,"Action & Adventure, International Movies",92.0,0,2,13.0
Movie,Fantastic Fungi,2019,TV-14,Documentaries,81.0,0,2,12.0
TV Show,Tattoo Redo,2021,TV-MA,Reality TV,0.0,1,3,5.0
TV Show,The Flash,2021,TV-14,"Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",0.0,7,0,1.0
TV Show,The Snitch Cartel: Origins,2021,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",0.0,1,3,11.0
TV Show,All American,2021,TV-14,"TV Dramas, Teen TV Shows",0.0,3,3,8.0
Movie,Department,2012,TV-MA,"Action & Adventure, International Movies",143.0,0,2,13.0
Movie,Hostage House,2021,TV-14,Thrillers,86.0,0,2,0.0
TV Show,How to Sell Drugs Online (Fast),2021,TV-MA,"Crime TV Shows, International TV Shows, TV Comedies",0.0,3,3,16.0
TV Show,Mighty Express,2021,TV-Y,Kids' TV,0.0,4,0,0.0
Movie,Mimi,2021,TV-14,"Comedies, Dramas, International Movies",132.0,0,2,4.0
TV Show,Plastic Cup Boyz: Laughing My Mask Off!,2021,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",0.0,1,3,15.0
Movie,The Operative,2019,TV-MA,"Dramas, International Movies, Thrillers",117.0,0,2,7.0
TV Show,The Walking Dead,2019,TV-MA,"Classic & Cult TV, TV Action & Adventure, TV Dramas",0.0,10,0,1.0
TV Show,Wynonna Earp,2020,TV-MA,"International TV Shows, TV Action & Adventure, TV Dramas",0.0,4,0,0.0
Movie,Django Unchained,2012,R,"Action & Adventure, Dramas",165.0,0,2,10.0
Movie,A Second Chance:  Rivals!,2021,PG,"Children & Family Movies, Sports Movies",91.0,0,2,2.0
Movie,African America,2021,TV-MA,"Dramas, Independent Movies, International Movies",97.0,0,2,7.0
Movie,Bankrolled,2021,TV-MA,"Comedies, International Movies",97.0,0,2,6.0
Movie,Blood Red Sky,2021,TV-MA,"Action & Adventure, Horror Movies, International Movies",123.0,0,2,13.0
TV Show,Feels Like Ishq,2021,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",0.0,1,3,15.0
Movie,Kingdom: Ashin of the North,2021,TV-MA,"Horror Movies, International Movies, Thrillers",94.0,0,2,13.0
TV Show,Masters of the Universe: Revelation,2021,TV-PG,"TV Action & Adventure, TV Sci-Fi & Fantasy",0.0,1,3,0.0
TV Show,Revelations: The Masters of the Universe: Revelation Aftershow,2021,TV-PG,"Anime Series, Stand-Up Comedy & Talk Shows",0.0,1,3,0.0
TV Show,Sky Rojo,2021,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",0.0,2,3,11.0
Movie,The Last Letter From Your Lover,2021,TV-MA,"Dramas, Romantic Movies",111.0,0,2,3.0
TV Show,The Movies That Made Us,2021,TV-MA,Docuseries,0.0,2,3,14.0
Movie,9to5: The Story of a Movement,2021,TV-MA,Documentaries,85.0,0,2,17.0
Movie,Chhota Bheem - Dinosaur World,2015,TV-Y,Children & Family Movies,65.0,0,2,16.0
Movie,Chhota Bheem - Neeli Pahaadi,2013,TV-Y7,Children & Family Movies,64.0,0,2,16.0
Movie,Chhota Bheem & Ganesh,2009,TV-Y7,Children & Family Movies,68.0,0,2,16.0
Movie,Chhota Bheem & Krishna: Mayanagari,2011,TV-Y7,Children & Family Movies,67.0,0,2,16.0
Movie,Chhota Bheem & Krishna: Pataliputra- City of the Dead,2010,TV-Y7,Children & Family Movies,66.0,0,2,16.0
Movie,Chhota Bheem And The Broken Amulet,2013,TV-Y7,Children & Family Movies,64.0,0,2,16.0
Movie,Chhota Bheem And The Crown of Valhalla,2013,TV-Y7,Children & Family Movies,64.0,0,2,16.0
Movie,Chhota Bheem and the Incan Adventure,2013,TV-Y7,Children & Family Movies,65.0,0,2,16.0
Movie,Chhota Bheem and The ShiNobi Secret,2013,TV-Y7,Children & Family Movies,64.0,0,2,16.0
Movie,Chhota Bheem Aur Hanuman,2012,TV-Y7,Children & Family Movies,68.0,0,2,16.0
Movie,Chhota Bheem aur Krishna,2009,TV-Y7,Children & Family Movies,68.0,0,2,16.0
Movie,Chhota Bheem aur Krishna vs Zimbara,2013,TV-Y7,Children & Family Movies,64.0,0,2,16.0
Movie,Chhota Bheem in African Safari,2015,TV-Y7,Children & Family Movies,62.0,0,2,16.0
Movie,Chhota Bheem Ka Roosi Romanch,2019,TV-Y,Children & Family Movies,63.0,0,2,16.0
Movie,Chhota Bheem: Bheem vs Aliens,2010,TV-Y7,"Children & Family Movies, Sports Movies",69.0,0,2,16.0
Movie,Chhota Bheem: Dholakpur to Kathmandu,2012,TV-Y7,Children & Family Movies,70.0,0,2,16.0
Movie,Chhota Bheem: Dus Pe Dus,2014,TV-Y7,Children & Family Movies,63.0,0,2,16.0
Movie,Chhota Bheem: Journey to Petra,2011,TV-Y7,Children & Family Movies,68.0,0,2,16.0
Movie,Chhota Bheem: Master of Shaolin,2011,TV-Y7,Children & Family Movies,74.0,0,2,16.0
Movie,Chhota Bheem: The Rise of Kirmada,2012,TV-Y7,Children & Family Movies,68.0,0,2,16.0
TV Show,Chicago Med,2019,TV-14,TV Dramas,0.0,5,0,0.0
Movie,Cousins,2021,TV-MA,Dramas,99.0,0,2,3.0
Movie,Wannabe Courageous,2019,TV-14,"Comedies, International Movies",90.0,0,2,4.0
Movie,Words Bubble Up Like Soda Pop,2021,TV-G,"Anime Features, Children & Family Movies, International Movies",87.0,0,2,16.0
Movie,Sanitation Day,2020,TV-14,"Dramas, International Movies, Thrillers",105.0,0,2,15.0
TV Show,Sexy Beasts,2021,TV-14,"British TV Shows, International TV Shows, Reality TV",0.0,1,3,5.0
TV Show,Too Hot to Handle: Brazil,2021,TV-MA,"International TV Shows, Reality TV, Romantic TV Shows",0.0,1,3,5.0
Movie,Trollhunters: Rise of the Titans,2021,TV-Y7,Children & Family Movies,106.0,0,2,16.0
Movie,Milkwater,2020,TV-MA,"Comedies, Dramas, Independent Movies",102.0,0,2,3.0
TV Show,Okupas,2020,TV-MA,"Classic & Cult TV, Crime TV Shows, International TV Shows",0.0,1,3,11.0
TV Show,Touch Your Heart,2019,TV-MA,"Crime TV Shows, International TV Shows, Romantic TV Shows",0.0,1,3,11.0
Movie,The Tambour of Retribution,2021,TV-14,"Dramas, International Movies, Romantic Movies",91.0,0,2,15.0
Movie,Cosmic Sin,2021,R,Action & Adventure,88.0,0,2,11.0
Movie,2 Weeks in Lagos,2020,TV-PG,"Dramas, International Movies, Romantic Movies",107.0,0,2,1.0
Movie,Deep,2021,TV-MA,"Dramas, International Movies, Thrillers",101.0,0,2,7.0
TV Show,Explained,2021,TV-MA,"Docuseries, Science & Nature TV",0.0,3,3,16.0
Movie,Fear Street Part 3: 1666,2021,R,"Horror Movies, LGBTQ Movies",114.0,0,2,11.0
TV Show,Johnny Test,2021,TV-Y7,"Kids' TV, TV Comedies",0.0,1,3,13.0
Movie,La ley de Herodes,1999,R,"Comedies, International Movies",123.0,0,1,1.0
TV Show,Naomi Osaka,2021,TV-14,Docuseries,0.0,1,3,6.0
Movie,The Beguiled,2017,R,"Dramas, Independent Movies, Thrillers",94.0,0,2,10.0
Movie,The Book of Henry,2017,PG-13,Dramas,105.0,0,2,9.0
Movie,The Twilight Saga: Breaking Dawn: Part 1,2011,PG-13,"Dramas, Romantic Movies",117.0,0,2,9.0
Movie,The Twilight Saga: Breaking Dawn: Part 2,2012,PG-13,"Dramas, Romantic Movies",115.0,0,2,9.0
Movie,The Twilight Saga: Eclipse,2010,PG-13,"Dramas, Romantic Movies",124.0,0,2,9.0
Movie,The Twilight Saga: New Moon,2009,PG-13,"Dramas, Romantic Movies",131.0,0,2,9.0
Movie,Twilight,2008,PG-13,"Action & Adventure, Dramas, Romantic Movies",122.0,0,2,9.0
Movie,A Perfect Fit,2021,TV-PG,"Comedies, Dramas, International Movies",113.0,0,2,1.0
TV Show,BEASTARS,2021,TV-MA,"Anime Series, International TV Shows",0.0,2,3,9.0
Movie,Cheech & Chong's Still Smokin,1983,TV-MA,"Comedies, Cult Movies",91.0,0,1,0.0
Movie,Emicida: AmarElo - Live in São Paulo,2021,TV-MA,"Documentaries, International Movies, Music & Musicals",100.0,0,2,17.0
TV Show,Her Private Life,2019,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",0.0,1,3,17.0
Movie,Lift Like a Girl,2021,TV-PG,"Documentaries, International Movies, Sports Movies",93.0,0,2,8.0
Movie,My Amanda,2021,TV-14,"Dramas, International Movies, Romantic Movies",90.0,0,2,15.0
TV Show,Never Have I Ever,2021,TV-14,"TV Comedies, TV Dramas, Teen TV Shows",0.0,2,3,17.0
Movie,Surf's Up,2007,PG,"Children & Family Movies, Comedies, Sports Movies",86.0,0,2,2.0
Movie,The Unknown Saint,2019,TV-14,"Comedies, Dramas, Independent Movies",100.0,0,2,4.0
Movie,This Changes Everything,2019,TV-MA,Documentaries,96.0,0,2,17.0
Movie,A Classic Horror Story,2021,TV-MA,"Horror Movies, International Movies",95.0,0,2,13.0
Movie,Gunpowder Milkshake,2021,R,"Action & Adventure, Comedies",115.0,0,2,11.0
TV Show,Heist,2021,TV-MA,"Crime TV Shows, Docuseries",0.0,1,3,14.0
TV Show,My Unorthodox Life,2021,TV-MA,Reality TV,0.0,1,3,5.0
Movie,Private Network: Who Killed Manuel Buendía?,2021,TV-MA,"Documentaries, International Movies",100.0,0,2,17.0
Movie,The Guide to the Perfect Family,2021,TV-MA,"Comedies, Dramas, International Movies",102.0,0,2,7.0
Movie,American Woman,2019,TV-MA,"Dramas, Independent Movies",87.0,0,2,3.0
Movie,Bridgerton - The Afterparty,2021,TV-14,Movies,39.0,0,2,12.0
Movie,Day of Destiny,2021,TV-PG,"Children & Family Movies, Dramas, International Movies",110.0,0,2,1.0
TV Show,Ridley Jones,2021,TV-Y,Kids' TV,0.0,1,3,4.0
Movie,Born to Play,2020,TV-MA,"Documentaries, Sports Movies",93.0,0,2,17.0
Movie,American Ultra,2015,R,"Action & Adventure, Comedies",96.0,0,2,11.0
Movie,The Stand-Up,2019,TV-MA,Stand-Up Comedy,93.0,0,2,5.0
Movie,The Tour,2016,TV-MA,"Comedies, Documentaries, International Movies",93.0,0,2,6.0
TV Show,Atypical,2021,TV-14,"TV Comedies, TV Dramas, Teen TV Shows",0.0,4,0,0.0
TV Show,Biohackers,2021,TV-MA,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",0.0,2,3,2.0
Movie,Fear Street Part 2: 1978,2021,R,Horror Movies,111.0,0,2,11.0
Movie,Finding Hubby,2020,TV-14,"Comedies, Dramas, International Movies",105.0,0,2,4.0
Movie,How I Became a Superhero,2021,TV-MA,"Action & Adventure, Dramas, International Movies",101.0,0,2,7.0
TV Show,How to Become a Tyrant,2021,TV-MA,Docuseries,0.0,1,3,14.0
Movie,Last Summer,2021,TV-MA,"Dramas, International Movies, Romantic Movies",102.0,0,2,7.0
Movie,Lee Su-geun: The Sense Coach,2021,TV-G,Stand-Up Comedy,46.0,0,2,5.0
Movie,Lethal Love,2021,TV-14,Thrillers,89.0,0,2,0.0
Movie,Ratchet and Clank,2016,PG,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",94.0,0,2,2.0
TV Show,The Cook of Castamar,2021,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",0.0,1,3,11.0
TV Show,Virgin River,2021,TV-14,"Romantic TV Shows, TV Dramas",0.0,3,3,8.0
Movie,Back to Q82,2017,TV-14,"Comedies, International Movies",104.0,0,2,4.0
TV Show,Elize Matsunaga: Once Upon a Crime,2021,TV-MA,"Crime TV Shows, Docuseries, International TV Shows",0.0,1,3,14.0
Movie,Home Again,2017,PG-13,"Comedies, Dramas, Romantic Movies",97.0,0,2,9.0
Movie,Midnight Sun,2018,PG-13,"Dramas, Romantic Movies",91.0,0,2,9.0
TV Show,RESIDENT EVIL: Infinite Darkness,2021,TV-MA,"Anime Series, TV Horror, TV Thrillers",0.0,1,3,9.0
Movie,Rock the Kasbah,2015,R,"Comedies, Music & Musicals",106.0,0,2,11.0
Movie,Awon Boyz,2019,TV-MA,"Documentaries, International Movies",38.0,0,2,17.0
Movie,Brick Mansions,2014,PG-13,"Action & Adventure, International Movies",90.0,0,2,14.0
TV Show,Cat People,2021,TV-14,Docuseries,0.0,1,3,6.0
Movie,Clash,2020,TV-MA,"Dramas, International Movies",87.0,0,2,7.0
TV Show,Dogs,2021,TV-PG,Docuseries,0.0,2,3,7.0
Movie,Major Grom: Plague Doctor,2021,TV-MA,"Action & Adventure, International Movies",138.0,0,2,13.0
Movie,Mama Drama,2020,TV-MA,"Dramas, International Movies",105.0,0,2,7.0
Movie,Tango With Me,2010,TV-14,"Dramas, International Movies, Romantic Movies",104.0,0,2,15.0
TV Show,The Mire,2021,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",0.0,2,3,2.0
TV Show,The War Next-door,2021,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Comedies",0.0,1,3,15.0
Movie,Therapy,2020,TV-PG,"Dramas, International Movies",85.0,0,2,1.0
Movie,This Little Love Of Mine,2021,TV-G,"International Movies, Romantic Movies",92.0,0,2,18.0
Movie,Three Thieves,2019,TV-14,"Comedies, International Movies",108.0,0,2,4.0
Movie,A Land Imagined,2019,TV-MA,"Dramas, International Movies",95.0,0,2,7.0
TV Show,Ask the StoryBots,2019,TV-Y,Kids' TV,0.0,3,3,4.0
TV Show,Between,2016,TV-14,"International TV Shows, TV Dramas, TV Mysteries",0.0,2,3,10.0
TV Show,Chelsea,2017,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",0.0,2,3,15.0
TV Show,Code Lyoko,2007,TV-Y7,Kids' TV,0.0,4,0,0.0
TV Show,Colony,2018,TV-14,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",0.0,3,3,8.0
TV Show,Cuckoo,2019,TV-MA,"British TV Shows, International TV Shows, TV Comedies",0.0,5,0,0.0
TV Show,Derry Girls,2019,TV-MA,"British TV Shows, International TV Shows, TV Comedies",0.0,2,3,15.0
TV Show,Girl from Nowhere,2021,TV-MA,"International TV Shows, TV Dramas, TV Mysteries",0.0,2,3,1.0
TV Show,Good Morning Call,2017,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",0.0,2,3,17.0
Movie,Har Kisse Ke Hisse: Kaamyaab,2020,TV-14,"Dramas, International Movies",105.0,0,2,15.0
TV Show,I AM A KILLER,2020,TV-MA,"British TV Shows, Crime TV Shows, Docuseries",0.0,2,3,14.0
TV Show,I Think You Should Leave with Tim Robinson,2021,TV-MA,TV Comedies,0.0,2,3,15.0
TV Show,Kim's Convenience,2021,TV-MA,"International TV Shows, TV Comedies",0.0,5,0,0.0
